State,District,Latitude,Longitude
Tamil Nadu,Viluppuram,12.11669665,79.59892355
Tamil Nadu,Pudukkottai,10.2903072,78.81736166
Tamil Nadu,Perambalur,11.2902641,78.9300404
Tamil Nadu,Coimbatore,10.81357895,77.07977769
Tamil Nadu,Virudhunagar,9.4926289,77.86316901
Tamil Nadu,Dindigul,10.42568965,77.815664
Tamil Nadu,Sivaganga,9.851231,78.53047155
Tamil Nadu,Tenkasi,9.09407535,77.4758369
Tamil Nadu,Chengalpattu,12.636245,80.06535193
Tamil Nadu,Kanniyakumari,11.0600516,77.0679581
Tamil Nadu,Tirunelveli,8.5495014,77.58051776
Tamil Nadu,Thiruvallur,13.2533992,80.05462675
Tamil Nadu,Theni,9.86924895,77.42258419
Tamil Nadu,Ranipet,12.91862425,79.40819213
Tamil Nadu,Namakkal,11.30338895,78.11860402
Tamil Nadu,Vellore,12.9009299,79.06148442
Tamil Nadu,Thiruvarur,10.6878621,79.49794371
Telangana,Narayanpet,10.6878621,79.49794371
Telangana,Nalgonda,17.0557615,79.2779955
Telangana,Jangaon,17.0557615,79.2779955
Telangana,Bhadradri Kothagudem,17.0557615,79.2779955
Telangana,Warangal Rural,17.0557615,79.2779955
Telangana,Kumuram Bheem Asifabad,17.0557615,79.2779955
Telangana,Nizamabad,18.6687404,78.0989938
Telangana,Adilabad,19.1040149,78.340105
Telangana,Rajanna Sircilla,19.1040149,78.340105
Telangana,Nagarkurnool,19.1040149,78.340105
Telangana,Peddapalle,19.1040149,78.340105
Telangana,Nirmal,19.1040149,78.340105
Telangana,Mahabubabad,19.1040149,78.340105
Telangana,Sangareddy,19.1040149,78.340105
Telangana,Wanaparthy,16.3637095,78.0647251
Telangana,Vikarabad,16.3637095,78.0647251
Telangana,Jagtial,16.3637095,78.0647251
Telangana,Yadadri Bhuvanagiri,16.3637095,78.0647251
Telangana,Medak,16.3637095,78.0647251
Telangana,Mahbubnagar,16.5,78.25
Telangana,Jaya Shankar Bhalupally,16.5,78.25
Telangana,Warangal Urban,16.5,78.25
Telangana,Rangareddy,16.5,78.25
Telangana,Hyderabad,16.5,78.25
Telangana,Suryapet,16.5,78.25
Telangana,Jogulamba Gadwal,16.5,78.25
Telangana,Kamareddy,16.5,78.25
Telangana,Mulugu,16.5,78.25
Telangana,Medchal Malkajgiri,16.5,78.25
Telangana,Karimnagar,18.4424788,79.13072656
Telangana,Mancherial,18.4424788,79.13072656
Telangana,Siddipet,18.03098145,78.87839646
Telangana,Khammam,17.250782,80.1524
Tripura,Unakoti,24.304628,92.033346
Tripura,Khowai,24.0715915,91.6025823
Tripura,Sepahijala,24.0715915,91.6025823
Tripura,North Tripura,23.9922833,91.856786
Tripura,Dhalai,23.9551603,91.8252174
Tripura,South Tripura,23.5,91.666667
Tripura,Gomati,23.4848604,91.4983684
Tripura,West Tripura,23.916667,91.5
Uttar Pradesh,Balrampur,26.08492322,83.19774354
Uttar Pradesh,Hamirpur,25.95226498,80.15060544
Uttar Pradesh,Pratapgarh,25.92196004,82.00243353
Uttar Pradesh,Amethi,26.1561764,81.80450839
Uttar Pradesh,Siddharthnagar,26.1561764,81.80450839
Uttar Pradesh,Auraiya,26.1561764,81.80450839
Uttar Pradesh,Sambhal,26.1561764,81.80450839
Uttar Pradesh,Kanpur Nagar,26.1561764,81.80450839
Uttar Pradesh,Aligarh,27.87698975,78.13729028
Uttar Pradesh,Mahoba,25.292924,79.8848158
Uttar Pradesh,Lucknow,28.8067822,79.0140742
Uttar Pradesh,Sant Kabeer Nagar,28.8067822,79.0140742
Uttar Pradesh,Hathras,27.5996322,78.0497369
Uttar Pradesh,Budaun,28.027692,79.1254409
Uttar Pradesh,Moradabad,29.0786044,79.0507168
Uttar Pradesh,Kushinagar,26.8632735,83.9553228
Uttar Pradesh,Baghpat,28.9464293,77.2170076
Uttar Pradesh,Shahjahanpur,27.8552433,79.8944047
Uttar Pradesh,Muzaffarnagar,27.8552433,79.8944047
Uttar Pradesh,Ambedkar Nagar,28.6400895,77.42868
Uttar Pradesh,Bahraich,27.5727012,81.6061717
Uttar Pradesh,Jalaun,26,79.5
Uttar Pradesh,Rampur,28.79406825,79.18593045
Uttar Pradesh,Ballia,25.7506229,84.1472
Uttar Pradesh,Shravasti,25.7506229,84.1472
Uttar Pradesh,Kasganj,27.969777,78.5981655
Uttar Pradesh,Varanasi,25.1297376,82.6059987
Uttar Pradesh,Gautam Buddha Nagar,28.5770068,77.3394731
Uttar Pradesh,Basti,28.630261,77.4133068
Uttar Pradesh,Shamli,28.630261,77.4133068
Uttar Pradesh,Maharajganj,27.1436733,83.5395965
Uttar Pradesh,Etawah,26.7879984,79.0061831
Uttar Pradesh,Etah,27.5562222,78.658988
Uttar Pradesh,Banda,25.4892744,80.33507543
Uttar Pradesh,Bijnor,29.3843229,78.13645
Uttar Pradesh,Hardoi,28.0047122,78.476874
Uttar Pradesh,Amroha,28.0047122,78.476874
Uttar Pradesh,Pilibhit,28.49520765,80.1075408
Uttar Pradesh,Mainpuri,27.2307398,79.0406375
Uttar Pradesh,Kanpur Dehat,27.2307398,79.0406375
Uttar Pradesh,Jaunpur,25.7592013,82.6968142
Uttar Pradesh,Kaushambi,28.64364045,77.32463495
Uttar Pradesh,Hapur,28.7299677,77.775499
Uttar Pradesh,Meerut,28.6859637,77.43533644
Uttar Pradesh,Mathura,27.5591791,77.68175452
Uttar Pradesh,Chitrakoot,25.19631215,80.91390945
Uttar Pradesh,Lalitpur,24.6967125,78.411697
Uttar Pradesh,Mau,25.2133779,83.0334827
Uttar Pradesh,Mirzapur,24.9325993,82.64710861
Uttar Pradesh,Bulandshahr,24.9325993,82.64710861
Uttar Pradesh,Gonda,27.8306549,77.8773701
Uttar Pradesh,Jhansi,28.6839951,77.4530398
Uttar Pradesh,Chandauli,28.6839951,77.4530398
Uttar Pradesh,Bhadohi,28.6839951,77.4530398
Uttar Pradesh,Saharanpur,29.95566895,77.55964886
Uttar Pradesh,Bara Banki,26.9013312,81.2151601
Uttar Pradesh,Bareilly,28.457876,79.40557094
Uttar Pradesh,Sitapur,28.3548882,79.4185378
Uttar Pradesh,Sultanpur,26.2627557,82.069966
Uttar Pradesh,Agra,27.1705419,78.0107255
Uttar Pradesh,Fatehpur,27.1705419,78.0107255
Uttar Pradesh,Rae Bareli,26.25,81.25
Uttar Pradesh,Firozabad,28.3800183,79.4181912
Uttar Pradesh,Kheri,28.4299696,80.3176448
Uttar Pradesh,Gorakhpur,26.7494212,83.3665766
Uttar Pradesh,Unnao,26.5,80.5
Uttar Pradesh,Prayagraj,25.5,81.5
Uttar Pradesh,Sonbhadra,25.5,81.5
Uttar Pradesh,Ghazipur,28.6643991,77.3208548
Uttar Pradesh,Farrukhabad,27.3817304,79.602854
Uttar Pradesh,Kannauj,27.3817304,79.602854
Uttar Pradesh,Azamgarh,26.0637645,83.1833871
Uttar Pradesh,Ayodhya,26.0637645,83.1833871
Uttar Pradesh,Deoria,28.3778393,79.9337825
Uttar Pradesh,Ghaziabad,28.711241,77.4445372
Uttarakhand,Bageshwar,28.711241,77.4445372
Uttarakhand,Udham Singh Nagar,28.711241,77.4445372
Uttarakhand,Haridwar,30.1921734,79.1874877
Uttarakhand,Champawat,29.3321606,80.0928787
Uttarakhand,Nainital,29.2185482,79.52951525
Uttarakhand,Dehradun,29.2185482,79.52951525
Uttarakhand,Chamoli,30.4996323,79.61879246
Uttarakhand,Almora,30.6309236,78.1603603
Uttarakhand,Uttarkashi,30.9654214,78.63368731
Uttarakhand,Pithoragarh,30.12666775,80.48338014
Uttarakhand,Rudraprayag,30.2864682,78.9814996
Uttarakhand,Pauri Garhwal,30.1507888,78.7737617
Uttarakhand,Tehri Garhwal,30.5,78.666667
West Bengal,South Twenty Four Parganas,30.5,78.666667
West Bengal,Purba Bardhaman,30.5,78.666667
West Bengal,Uttar Dinajpur,25.6098202,88.1327333
West Bengal,Kalimpong,27.02787695,88.64606086
West Bengal,Murshidabad,24.08632855,88.26684964
West Bengal,Paschim Medinipur,21.8360051,87.4317229
West Bengal,Dakshin Dinajpur,21.8360051,87.4317229
West Bengal,Jalpaiguri,26.62648365,88.73407701
West Bengal,Purulia,23.3409582,86.359433
West Bengal,North Twenty Four Parganas,23.3409582,86.359433
West Bengal,Bankura,23.0662415,87.3251923
West Bengal,Jhargram,22.447609,86.998449
West Bengal,Howrah,22.5801698,88.3362713
West Bengal,Hooghly,22.8924411,88.3994271
West Bengal,Kolkata,26.5257678,88.7198637
West Bengal,Koch Bihar,26.25,89.5
West Bengal,Alipurduar,26.4811994,89.5279728
West Bengal,Paschim Bardhaman,26.4811994,89.5279728
West Bengal,Nadia,23.4056806,88.4913312
West Bengal,Birbhum,24,87.583333
West Bengal,Purba Medinipur,22.2788123,87.92250436
West Bengal,Maldah,25,88
West Bengal,Darjiling,26.75,88.25
